Ensembl_ID,ext_gene,biotype,chr,WT.6dpf.1,WT.6dpf.4,pex5KO.6dpf.1,pex5KO.6dpf.2
ENSDARG00000012040,rnf19a,protein_coding,19,3.783777374,4.366796267,3.703234334,5.00480563
ENSDARG00000090457,BX296538.1,rRNA,25,0,0,0,0
ENSDARG00000090346,zmp:0000000991,protein_coding,24,0,0,0,0
ENSDARG00000109416,CU570782.3,rRNA,7,0,0,0,0.758099792
ENSDARG00000005085,ggctb,protein_coding,16,0.773671072,0.836143193,0,1.912667577
ENSDARG00000035120,gldc,protein_coding,5,4.228077007,4.472638564,4.602815389,3.216476388
ENSDARG00000082511,,snoRNA,18,0,0,0,0.758099792
ENSDARG00000112767,LO017951.1,protein_coding,6,1.940526903,0,0,1.620016101
ENSDARG00000102755,EML6,protein_coding,11,1.274547371,0,0,2.155848877
ENSDARG00000079076,hgfb,protein_coding,18,0,0,0.808653096,0
ENSDARG00000105210,etf1a,protein_coding,14,0,0,0,0
ENSDARG00000090886,zmp:0000001301,protein_coding,10,0,0,0,0
ENSDARG00000099690,vaspa,protein_coding,10,0,0.836143193,0,0.758099792
ENSDARG00000105001,zgc:91999,protein_coding,24,0,1.746662492,0,0
ENSDARG00000006868,trh,protein_coding,8,2.185255295,0,0,0
ENSDARG00000086848,atad3,protein_coding,22,0,0,0,0
ENSDARG00000038207,aldh4a1,protein_coding,11,2.394428303,2.300520784,2.461908937,2.545679527
ENSDARG00000100534,irak4,protein_coding,25,0,0,0,0
ENSDARG00000063706,pde8b,protein_coding,21,0.773671072,0,1.323745211,0
ENSDARG00000104493,TBC1D8,protein_coding,9,0,0,0,0.758099792
ENSDARG00000107486,CR855320.3,protein_coding,1,1.274547371,0,0,0
ENSDARG00000074671,nptx1l,protein_coding,3,3.450828987,0.836143193,0,3.216476388
ENSDARG00000079760,zgc:112998,protein_coding,15,0,0.836143193,0,0
ENSDARG00000105009,ddah2,protein_coding,19,4.172387395,3.268731171,3.860799679,3.216476388
ENSDARG00000099664,selenof,protein_coding,2,4.97789464,4.57124374,5.549857029,4.732088855
ENSDARG00000060489,mrpl32,protein_coding,16,4.841719899,5.359269113,4.921790521,5.477336623
ENSDARG00000089327,BX120005.2,protein_coding,10,0,0,0,0
ENSDARG00000101954,hoxc6b,protein_coding,11,0,0,0.808653096,0
ENSDARG00000078056,RNF208,protein_coding,10,1.645629537,0,0.808653096,1.252490209
ENSDARG00000102720,zgc:123284,protein_coding,3,1.274547371,1.746662492,1.702536188,0
ENSDARG00000101057,srsf7b,protein_coding,11,0.773671072,0,0,0
ENSDARG00000042717,adipor1b,protein_coding,8,3.541541838,3.992782157,3.09013428,3.216476388
ENSDARG00000014506,tmem126a,protein_coding,10,3.925267496,4.128515606,4.46232141,4.136706324
ENSDARG00000114958,zp3,protein_coding,17,0.773671072,0,0,0
ENSDARG00000000529,ofd1,protein_coding,9,1.645629537,0,0,0
ENSDARG00000013009,ubiad1,protein_coding,8,2.577078717,2.513901711,1.323745211,1.912667577
ENSDARG00000099113,UNC13B,protein_coding,10,0,0,0,0
ENSDARG00000024831,crhbp,protein_coding,21,2.884896928,0,0,1.912667577
ENSDARG00000106333,CR384101.1,rRNA,19,0.773671072,0,0,0
ENSDARG00000101915,pin1,protein_coding,1,7.055155538,5.995974915,6.474668396,6.784233397
ENSDARG00000011463,CABZ01044048.1,protein_coding,15,0,1.36207273,0,0
ENSDARG00000086842,dap1b,protein_coding,9,5.702996735,6.048268969,5.121881303,6.559496555
ENSDARG00000112073,CABZ01043953.1,protein_coding,4,0,0,0,0
ENSDARG00000028663,tek,protein_coding,5,0,0,0,0
ENSDARG00000103340,clic1,protein_coding,19,5.322966425,5.359269113,5.403835115,4.531092567
ENSDARG00000027169,kpna7,protein_coding,10,0,0.836143193,0,0
ENSDARG00000059606,ccdc84,protein_coding,5,0,0.836143193,0,0.758099792
ENSDARG00000062936,ndnf,protein_coding,23,3.925267496,3.675710598,3.860799679,3.88998269
ENSDARG00000081869,dre-mir-199-3,miRNA,3,0.773671072,0.836143193,0.808653096,1.620016101
ENSDARG00000106873,LO018188.1,protein_coding,14,2.185255295,3.146119373,1.323745211,2.852269367
ENSDARG00000098586,zgc:194887,protein_coding,17,0,0,0,0
ENSDARG00000105195,dnajc21,protein_coding,21,1.940526903,2.050008648,0,1.252490209
ENSDARG00000113238,BX957281.1,protein_coding,1,0,0,0.808653096,0
ENSDARG00000036424,pcdh20,protein_coding,11,0,0,0,0
ENSDARG00000101789,cyp1c2,protein_coding,17,0,0.836143193,0,0.758099792
ENSDARG00000058565,socs6a,protein_coding,24,0.773671072,0,0,0
ENSDARG00000077298,gas1a,protein_coding,5,3.541541838,4.191875668,3.78416702,3.59218012
ENSDARG00000039373,epha3,protein_coding,9,0,0,0,0.758099792
ENSDARG00000070043,dars1,protein_coding,9,0,0.836143193,0.808653096,0
ENSDARG00000002220,C5H9orf78,protein_coding,5,0,2.050008648,1.323745211,0.758099792
ENSDARG00000103021,fadd,protein_coding,7,0.773671072,0,0.808653096,0
ENSDARG00000112923,VDR,protein_coding,23,0.773671072,0.836143193,0.808653096,0
ENSDARG00000076068,crtc1a,protein_coding,2,1.645629537,0,0.808653096,0.758099792
ENSDARG00000113218,FP236810.2,protein_coding,5,0,0,0.808653096,0
ENSDARG00000103394,kif5ba,protein_coding,12,0.773671072,1.36207273,0.808653096,1.620016101
ENSDARG00000076082,CABZ01041962.1,protein_coding,5,0.773671072,1.746662492,0,0
ENSDARG00000053365,rpl31,protein_coding,9,9.255662398,9.646002911,9.36825152,9.568552659
ENSDARG00000112575,CU467905.1,protein_coding,10,0,0,2.002271038,0
ENSDARG00000113932,LO018011.1,protein_coding,21,0.773671072,0,0,0
ENSDARG00000046054,CT027815.1,protein_coding,10,1.940526903,0.836143193,0,1.252490209
ENSDARG00000104683,BX640408.1,protein_coding,2,0.773671072,0,0,0
ENSDARG00000101200,zgc:112964,protein_coding,12,0.773671072,0.836143193,1.702536188,0.758099792
ENSDARG00000112540,cst14b.2,protein_coding,5,0,0,0,0
ENSDARG00000115557,cox7b,protein_coding,21,6.355722072,6.96662471,7.227008703,7.0779345
ENSDARG00000052604,cpeb2,protein_coding,23,0,0.836143193,0,0
ENSDARG00000099624,chmp1b,protein_coding,5,3.354027365,3.675710598,2.95683331,4.07886732
ENSDARG00000059582,sowahcb,protein_coding,6,0,0.836143193,0,0
ENSDARG00000013822,anapc16,protein_coding,12,5.904436066,5.97811368,6.069071311,6.280400218
ENSDARG00000100465,clrn3,protein_coding,12,0.773671072,1.36207273,2.646399512,0
ENSDARG00000110950,CU929544.1,protein_coding,7,0,0.836143193,0,0
ENSDARG00000101585,tecra,protein_coding,3,0,0.836143193,0,0
ENSDARG00000074560,CHST8,protein_coding,25,0.773671072,0,0,0
ENSDARG00000057844,zgc:171470,protein_coding,1,0.773671072,0,0,0
ENSDARG00000101082,eif3s6ip,protein_coding,13,6.648839785,7.137280761,6.761222535,6.293173547
ENSDARG00000104401,yme1l1b,protein_coding,2,3.991127708,3.486524492,3.324652912,3.821094802
ENSDARG00000059279,tfap2a,protein_coding,24,3.250260412,3.381733771,2.95683331,3.507023729
ENSDARG00000082850,AL807389.1,snoRNA,10,0.773671072,1.36207273,1.702536188,0
ENSDARG00000059305,tmem37,protein_coding,9,0.773671072,0,0.808653096,0.758099792
ENSDARG00000112728,KLHL12,protein_coding,8,1.645629537,2.050008648,2.461908937,2.545679527
ENSDARG00000006990,creld1b,protein_coding,8,0.773671072,0,0,0
ENSDARG00000115869,ATP9A,protein_coding,23,0,0,0,0
ENSDARG00000117016,CR388062.4,snoRNA,3,0,0,0,0.758099792
ENSDARG00000102684,lrrc1,protein_coding,13,1.645629537,2.86436823,2.95683331,2.363891357
ENSDARG00000098273,zbtb14,protein_coding,24,0.773671072,0.836143193,0.808653096,1.252490209
ENSDARG00000105286,ddx54,protein_coding,5,3.991127708,4.983019762,4.002838239,3.821094802
ENSDARG00000102247,CU463038.2,protein_coding,7,0,0.836143193,0,0
ENSDARG00000052304,uqcrc1,protein_coding,6,2.185255295,1.36207273,2.250317981,1.620016101
ENSDARG00000053485,aldh6a1,protein_coding,17,11.61213133,11.6802992,11.49800676,11.28646347
ENSDARG00000081488,dre-mir-301c,miRNA,10,0,0,0.808653096,0
ENSDARG00000103099,EARS2,protein_coding,1,0,2.300520784,1.323745211,1.252490209
ENSDARG00000067981,STEEP1,protein_coding,5,3.707463716,2.300520784,3.526326225,3.821094802
ENSDARG00000116058,rhoac,protein_coding,23,5.834396404,5.274001216,5.764522745,5.408565592
ENSDARG00000035697,spinb,protein_coding,8,0,0,0.808653096,0
ENSDARG00000116806,CU693479.1,protein_coding,3,0,0,0,0.758099792
ENSDARG00000100708,jakmip3,protein_coding,12,1.274547371,1.36207273,0,1.620016101
ENSDARG00000078653,ralbp1,protein_coding,2,1.645629537,1.36207273,1.323745211,1.912667577
ENSDARG00000099022,faua,protein_coding,20,8.645705184,9.005012671,9.0295449,8.966046379
ENSDARG00000098401,fam136a,protein_coding,10,0,0,0,0
ENSDARG00000074554,tspan31,protein_coding,23,5.072203074,4.707562125,5.090401152,4.347334249
ENSDARG00000036629,rps14,protein_coding,21,9.180022148,9.460666668,9.496878512,9.411937528
ENSDARG00000104559,tmem63ba,protein_coding,13,2.185255295,2.513901711,2.002271038,1.620016101
ENSDARG00000041294,noxo1a,protein_coding,3,5.536529462,0.836143193,0.808653096,0.758099792
ENSDARG00000073985,pctp,protein_coding,3,0.773671072,0,0,0
ENSDARG00000086733,CT027620.1,snoRNA,21,0,0,0,0
ENSDARG00000099280,utp20,protein_coding,4,0.773671072,0.836143193,0.808653096,1.620016101
ENSDARG00000115610,ccl25a,protein_coding,2,0.773671072,0.836143193,0,0
ENSDARG00000051956,isca1,protein_coding,5,6.304832217,6.115170368,6.360542382,6.426686955
ENSDARG00000103390,cacna2d2a,protein_coding,6,0.773671072,0,0,0.758099792
ENSDARG00000101627,ssr1,protein_coding,24,0,1.36207273,1.702536188,0
ENSDARG00000020850,eef1a1l1,protein_coding,19,11.02248611,11.38312204,11.16746153,10.92131835
ENSDARG00000100136,dcp1a,protein_coding,8,1.645629537,1.36207273,0.808653096,1.912667577
ENSDARG00000110724,BX470214.1,protein_coding,13,0,0,1.323745211,0
ENSDARG00000037560,mtm1,protein_coding,7,0,0.836143193,0,0.758099792
ENSDARG00000099999,tcf3b,protein_coding,22,0,0,0,0
ENSDARG00000087843,cntn1a,protein_coding,25,0,0.836143193,0,0
ENSDARG00000042845,oxt,protein_coding,5,3.626886762,0,0,0
ENSDARG00000026892,gpatch11,protein_coding,13,3.017235177,2.86436823,2.250317981,2.545679527
ENSDARG00000063242,ttc13,protein_coding,20,2.185255295,3.268731171,2.646399512,1.912667577
ENSDARG00000089861,usp44,protein_coding,4,2.394428303,3.146119373,2.461908937,3.216476388
ENSDARG00000089368,hopx,protein_coding,14,5.102317268,5.611807962,5.269735248,5.36082673
ENSDARG00000017006,dennd5a,protein_coding,7,0,0,0,0
ENSDARG00000019484,zdhhc7,protein_coding,18,2.185255295,3.675710598,2.461908937,1.620016101
ENSDARG00000040803,lactb,protein_coding,25,2.577078717,2.513901711,2.646399512,1.912667577
ENSDARG00000020891,LO018197.1,protein_coding,15,0,0,0,0
ENSDARG00000068064,sirt1,protein_coding,13,3.707463716,3.381733771,3.09013428,2.707103416
ENSDARG00000101244,gli1,protein_coding,6,0,1.36207273,0.808653096,0
ENSDARG00000007531,zcchc9,protein_coding,10,0.773671072,0.836143193,0.808653096,0
ENSDARG00000113961,nudt15,protein_coding,6,1.274547371,1.746662492,0,2.984154664
ENSDARG00000080493,CR388231.1,snoRNA,7,0,0,0,0
ENSDARG00000102687,CABZ01085139.1,protein_coding,22,0,0.836143193,0,0.758099792
ENSDARG00000024277,pigm,protein_coding,24,0.773671072,0,0.808653096,0.758099792
ENSDARG00000104805,dre-mir-92a-1,miRNA,1,0.773671072,0,0,0.758099792
ENSDARG00000099093,dock1,protein_coding,12,0,1.746662492,0.808653096,1.252490209
ENSDARG00000038891,AL954146.1,protein_coding,23,0,0,0,0
ENSDARG00000059699,dnajc16,protein_coding,23,0.773671072,0.836143193,0,0
ENSDARG00000104839,mansc1,protein_coding,4,0,0,0.808653096,0
ENSDARG00000098654,FQ976914.1,protein_coding,16,0.773671072,0,0,0
ENSDARG00000077304,erg,protein_coding,10,0,0.836143193,0,0
ENSDARG00000006840,gnmt,protein_coding,17,8.90258789,9.092699443,9.147042781,8.33904448
ENSDARG00000087188,nfil3-6,protein_coding,3,5.18906255,5.018404738,5.121881303,5.815086706
ENSDARG00000109443,EML4,protein_coding,13,0,0.836143193,0,0
ENSDARG00000102558,pde6ha,protein_coding,6,0.773671072,0,0,0
ENSDARG00000079145,CABZ01077217.1,protein_coding,22,0,0,0.808653096,0
ENSDARG00000076721,zgc:171686,protein_coding,22,0.773671072,0.836143193,0,0.758099792
ENSDARG00000110143,BX324164.5,protein_coding,4,1.274547371,0,0,0.758099792
ENSDARG00000070271,tut4,protein_coding,23,0.773671072,0,0,0
ENSDARG00000098289,vstm2l,protein_coding,6,0.773671072,0,0,0.758099792
ENSDARG00000013302,gpx8,protein_coding,8,0.773671072,0,0.808653096,0.758099792
ENSDARG00000016016,dbnlb,protein_coding,8,3.925267496,3.584216412,3.860799679,4.07886732
ENSDARG00000074757,arv1,protein_coding,20,1.274547371,0,1.323745211,1.620016101
ENSDARG00000067829,ppargc1a,protein_coding,7,0,0,0,0
ENSDARG00000079257,gemin5,protein_coding,21,0,0,0.808653096,0
ENSDARG00000102094,wu:fd46c06,protein_coding,16,3.856256294,4.128515606,0,2.984154664
ENSDARG00000103095,tbk1,protein_coding,4,3.354027365,2.513901711,2.646399512,3.59218012
ENSDARG00000052377,psmd12,protein_coding,6,5.072203074,5.439777405,5.478692729,4.732088855
ENSDARG00000099844,GNAZ,protein_coding,10,1.274547371,0,0,0
ENSDARG00000114425,med8,protein_coding,6,2.394428303,2.300520784,1.323745211,2.155848877
ENSDARG00000077815,cdc26,protein_coding,5,0,0,0,0.758099792
ENSDARG00000075163,cxcl20,protein_coding,5,6.125828972,6.115170368,6.002980005,6.08857352
ENSDARG00000003860,cbx3a,protein_coding,19,4.651160437,4.663538466,4.132137459,4.487300355
ENSDARG00000053454,cntn3b,protein_coding,6,2.739181937,0,1.323745211,2.363891357
ENSDARG00000101131,pbx1b,protein_coding,6,0.773671072,1.36207273,0,0
ENSDARG00000023508,ankrd49,protein_coding,15,0,1.36207273,2.002271038,1.912667577
ENSDARG00000015050,calm3a,protein_coding,12,8.220757935,7.238278482,7.739415007,8.200137954
ENSDARG00000104441,hspb7,protein_coding,23,1.274547371,2.050008648,0.808653096,0.758099792
ENSDARG00000115941,LO018551.1,protein_coding,3,0,0,0,0.758099792
ENSDARG00000090585,gpc1b,protein_coding,2,0,0.836143193,1.323745211,0.758099792
ENSDARG00000099586,CR382383.2,protein_coding,7,0.773671072,0,0,0
ENSDARG00000009026,ank2a,protein_coding,1,0,0,0,1.620016101
ENSDARG00000113977,fthl29,protein_coding,3,2.884896928,5.302987426,3.703234334,2.155848877
ENSDARG00000058508,cfap70,protein_coding,3,0,0.836143193,0,0
ENSDARG00000100505,ddx52,protein_coding,21,2.739181937,2.050008648,1.323745211,2.363891357
ENSDARG00000017255,tmed1b,protein_coding,1,1.274547371,1.746662492,2.002271038,1.912667577
ENSDARG00000060518,pcsk5b,protein_coding,8,2.185255295,2.699751035,3.617490216,2.363891357
ENSDARG00000100440,fastkd3,protein_coding,7,0,1.36207273,0.808653096,1.912667577
ENSDARG00000079475,nckipsd,protein_coding,22,0,0,0,0
ENSDARG00000115070,si:dkeyp-74b6.2,protein_coding,7,0,0,0,0.758099792
ENSDARG00000101629,CABZ01079192.1,protein_coding,18,0,0,0.808653096,0
ENSDARG00000099425,CABZ01073265.1,protein_coding,23,6.183309189,5.723228008,6.580424419,6.472328832
ENSDARG00000112601,FO704673.1,protein_coding,12,0,0,0,0
ENSDARG00000100657,egfl7,protein_coding,21,3.626886762,4.983019762,4.002838239,4.018612297
ENSDARG00000109368,si:dkey-182g1.2,protein_coding,22,0,0,0,0.758099792
ENSDARG00000089369,fdxr,protein_coding,12,0,0.836143193,1.323745211,0
ENSDARG00000030254,cbln9,protein_coding,2,0,0,0,0
ENSDARG00000117077,BX321886.1,protein_coding,8,2.577078717,2.050008648,0,0.758099792
ENSDARG00000035178,gna14,protein_coding,5,0.773671072,1.36207273,0.808653096,0
ENSDARG00000114601,CU914776.2,protein_coding,8,0,0.836143193,0,0.758099792
ENSDARG00000116223,BX901973.1,protein_coding,3,0.773671072,0.836143193,0,0.758099792
ENSDARG00000052190,fdx2,protein_coding,6,1.274547371,0.836143193,1.702536188,1.620016101
ENSDARG00000113250,C21H5orf24,protein_coding,21,0,0,0,0
ENSDARG00000113081,CU138512.2,protein_coding,19,0,0,0,0.758099792
ENSDARG00000117155,BX323087.1,protein_coding,23,0,0,0.808653096,0
ENSDARG00000100940,nr5a2,protein_coding,22,4.228077007,4.57124374,4.360431738,4.573594558
ENSDARG00000086214,ntrk3b,protein_coding,7,4.228077007,0.836143193,0.808653096,3.216476388
ENSDARG00000105018,lrrc20,protein_coding,12,1.645629537,2.300520784,2.461908937,1.620016101
ENSDARG00000105301,sox8a,protein_coding,12,0,0.836143193,0,0
ENSDARG00000113111,DGKD,protein_coding,19,0,0,0,0
ENSDARG00000091138,actr3,protein_coding,9,0,0,0,0
ENSDARG00000100797,CABZ01076996.1,protein_coding,23,0.773671072,0,0.808653096,1.620016101
ENSDARG00000017121,mafba,protein_coding,23,2.577078717,3.486524492,3.860799679,4.018612297
ENSDARG00000104648,CR626884.4,protein_coding,15,0,0.836143193,0,0
ENSDARG00000074684,mlsl,protein_coding,14,4.38330386,4.57124374,4.991616694,4.136706324
ENSDARG00000102212,si:dkey-16p6.1,protein_coding,4,0.773671072,0,0,0.758099792
ENSDARG00000102978,eif4a3,protein_coding,11,6.875003256,7.498467006,6.800661599,6.880479867
ENSDARG00000116445,CABZ01046954.1,protein_coding,25,0,0,0.808653096,0
ENSDARG00000015657,zgc:77112,protein_coding,8,1.274547371,0,0,0
ENSDARG00000042010,pklr,protein_coding,16,9.664233558,10.71281855,10.13134116,9.81431214
ENSDARG00000103125,tsc2,protein_coding,1,2.394428303,2.050008648,2.461908937,2.363891357
ENSDARG00000099596,btd,protein_coding,19,3.138447491,3.919805363,3.617490216,3.672589002
ENSDARG00000018192,ubr5,protein_coding,16,0.773671072,1.746662492,1.323745211,1.252490209
ENSDARG00000092488,khnyn,protein_coding,7,1.274547371,0,1.323745211,0
ENSDARG00000114306,BX248108.1,protein_coding,21,0.773671072,0,1.323745211,0.758099792
ENSDARG00000103777,znf1001,protein_coding,3,0.773671072,0,0,0
ENSDARG00000089361,wu:fb59d01,protein_coding,10,2.394428303,4.618129033,5.52652347,3.74875189
ENSDARG00000090454,gnb1a,protein_coding,8,6.679126453,5.439777405,5.784331986,6.073843993
ENSDARG00000007923,ptpn1,protein_coding,8,4.523439657,5.018404738,4.068935894,4.694067599
ENSDARG00000070858,si:busm1-105l16.2,protein_coding,1,0,0,0,0
ENSDARG00000044501,viml,protein_coding,2,0.773671072,0,0,0
ENSDARG00000058736,gabra6b,protein_coding,21,0,0,0,0
ENSDARG00000102983,EMC7,protein_coding,17,0,0,1.323745211,0.758099792
ENSDARG00000052351,si:dkey-156n14.3,protein_coding,6,0,0,0,0
ENSDARG00000073847,rbm15,protein_coding,8,0.773671072,0,0,0
ENSDARG00000024920,tlcd5a,protein_coding,15,1.274547371,0,0.808653096,0.758099792
ENSDARG00000005679,trip10a,protein_coding,3,1.274547371,2.300520784,0.808653096,0.758099792
ENSDARG00000114187,BX927212.1,protein_coding,5,0,0.836143193,0,0
ENSDARG00000090675,APBA3,protein_coding,11,3.017235177,2.699751035,2.646399512,2.545679527
ENSDARG00000103462,dvl3b,protein_coding,18,0,0.836143193,1.323745211,0
ENSDARG00000042608,ica1,protein_coding,16,1.645629537,0,0,1.252490209
ENSDARG00000098414,ninl,protein_coding,13,0,1.36207273,0,0
ENSDARG00000070832,snrka,protein_coding,16,4.38330386,3.675710598,3.78416702,4.245860736
ENSDARG00000113702,RIMS2,protein_coding,16,3.138447491,2.050008648,1.323745211,1.252490209
ENSDARG00000009160,kmo,protein_coding,13,5.816341993,5.744515419,5.241351886,5.797263687
ENSDARG00000090524,f2rl2,protein_coding,5,0,0.836143193,0,0
ENSDARG00000109287,HMBOX1,protein_coding,20,1.645629537,0.836143193,0.808653096,0.758099792
ENSDARG00000017874,dnajc3b,protein_coding,7,1.940526903,2.300520784,1.702536188,2.155848877
ENSDARG00000057151,prep,protein_coding,20,0,0,0.808653096,0.758099792
ENSDARG00000108939,FQ378016.1,protein_coding,5,0.773671072,0,0,0
ENSDARG00000086753,BBLN,protein_coding,5,4.768488053,3.919805363,3.212153657,4.487300355
ENSDARG00000053298,nkx2.2a,protein_coding,17,3.017235177,0,0.808653096,0
ENSDARG00000103156,gpc6a,protein_coding,1,0.773671072,0,0,0.758099792
ENSDARG00000102478,ADAMTS7,protein_coding,7,0.773671072,0,0,0
ENSDARG00000105182,ntan1,protein_coding,6,1.645629537,1.36207273,1.702536188,2.852269367
ENSDARG00000080775,CR847523.2,snoRNA,21,0,0,0,0
ENSDARG00000039667,mrpl38,protein_coding,12,4.11446149,3.675710598,3.617490216,4.192315613
ENSDARG00000111583,LO018550.1,protein_coding,3,0,0,1.702536188,0
ENSDARG00000070845,si:dkey-56d12.4,protein_coding,3,0,0,0,0
ENSDARG00000059700,agmat,protein_coding,23,2.185255295,1.746662492,2.461908937,2.155848877
ENSDARG00000088689,si:ch211-201o1.1,protein_coding,16,0,1.746662492,0,0.758099792
ENSDARG00000101289,slc29a1a,protein_coding,13,2.394428303,3.012110973,2.250317981,1.912667577
ENSDARG00000083593,BX901883.1,snoRNA,3,0,0.836143193,0.808653096,0
ENSDARG00000098944,nme8,protein_coding,9,0,0,0,0
ENSDARG00000109686,si:ch211-59p23.1,protein_coding,14,0,0,0,0.758099792
ENSDARG00000104906,mtr,protein_coding,12,0,0.836143193,0,0
ENSDARG00000104945,sncb,protein_coding,14,6.708790362,2.86436823,2.002271038,6.214780028
ENSDARG00000106248,LRFN2,protein_coding,17,2.394428303,0.836143193,0,1.912667577
ENSDARG00000098631,CABZ01044277.1,protein_coding,13,0,0,1.323745211,0
ENSDARG00000043260,xylb,protein_coding,24,0,0.836143193,0,0
ENSDARG00000029063,clpxa,protein_coding,7,6.183309189,5.634791017,5.724069116,5.605762395
ENSDARG00000003250,pik3cd,protein_coding,23,1.645629537,0.836143193,1.702536188,0.758099792
ENSDARG00000100781,col28a2b,protein_coding,6,0,0,0,0
ENSDARG00000116963,FO704771.1,protein_coding,19,0,0.836143193,0,0
ENSDARG00000074401,gnpat,protein_coding,20,0,0,0,0
ENSDARG00000110427,CABZ01057488.1,protein_coding,7,0,0,0,0
ENSDARG00000098782,cratb,protein_coding,19,2.185255295,2.300520784,2.250317981,0.758099792
ENSDARG00000103763,l3hypdh,protein_coding,6,0,0.836143193,0,0.758099792
ENSDARG00000098600,pithd1,protein_coding,19,2.884896928,3.842939542,3.526326225,3.74875189
ENSDARG00000059357,sarnp,protein_coding,11,3.138447491,3.268731171,3.324652912,3.416523852
ENSDARG00000055245,zmp:0000000650,protein_coding,4,0,0,0.808653096,0
ENSDARG00000019451,pcsk2,protein_coding,13,0,0,0,0
ENSDARG00000109502,PHF21B,protein_coding,4,0,0,0.808653096,0
ENSDARG00000102430,opn6a,protein_coding,11,0.773671072,0,0,0
ENSDARG00000011020,hnrnpa1a,protein_coding,11,2.185255295,2.050008648,2.809950102,1.912667577
ENSDARG00000009624,CABZ01027646.1,protein_coding,12,0.773671072,0.836143193,0,0
ENSDARG00000073753,tacc1,protein_coding,10,0.773671072,1.36207273,0,1.252490209
ENSDARG00000076724,pi4kaa,protein_coding,10,0,0,0,0
ENSDARG00000105003,scn1bb,protein_coding,19,0,0,0,0.758099792
ENSDARG00000105034,zdhhc18b,protein_coding,19,0.773671072,0.836143193,0,0
ENSDARG00000078258,CABZ01049847.1,protein_coding,10,0.773671072,2.050008648,0.808653096,1.252490209
ENSDARG00000102012,ppp1cbl,protein_coding,7,2.185255295,0.836143193,0,2.155848877
ENSDARG00000098398,CABZ01079480.1,protein_coding,9,4.651160437,4.420687829,4.360431738,3.88998269
ENSDARG00000078250,zgc:194398,protein_coding,5,0.773671072,1.36207273,0.808653096,0
ENSDARG00000034080,plcd1b,protein_coding,2,1.274547371,0.836143193,3.09013428,1.620016101
ENSDARG00000103415,ppp4r3b,protein_coding,13,4.333394553,5.465645157,4.306654879,4.655017133
ENSDARG00000113519,BX088712.6,protein_coding,4,0,0.836143193,0,0
ENSDARG00000054172,pgrmc1,protein_coding,21,6.607442406,7.104726392,8.16288802,7.486597587
ENSDARG00000043105,qtrt1,protein_coding,3,0.773671072,0.836143193,0.808653096,1.620016101
ENSDARG00000008560,brap,protein_coding,10,0.773671072,0.836143193,0,0.758099792
ENSDARG00000099786,actn4,protein_coding,15,2.577078717,2.86436823,2.461908937,2.545679527
ENSDARG00000005846,,protein_coding,6,1.274547371,0,0,0.758099792
ENSDARG00000052708,tnni1b,protein_coding,6,3.783777374,4.062244574,0,1.620016101
ENSDARG00000053963,npm2b,protein_coding,10,0,0.836143193,0,0
ENSDARG00000075984,hsbp1l1,protein_coding,19,0.773671072,1.36207273,0.808653096,1.252490209
ENSDARG00000102071,slc25a47b,protein_coding,17,0,0,0,0
ENSDARG00000006253,mier3a,protein_coding,10,1.274547371,2.050008648,1.323745211,0.758099792
ENSDARG00000116271,BX470259.2,protein_coding,3,0,0.836143193,0,0
ENSDARG00000105278,wu:fa19b12,protein_coding,5,1.274547371,1.36207273,2.461908937,2.155848877
ENSDARG00000104414,shmt2,protein_coding,6,0,0.836143193,0.808653096,0
ENSDARG00000025889,usp14,protein_coding,2,1.274547371,2.513901711,2.250317981,1.252490209
ENSDARG00000074665,cdk14,protein_coding,16,0,0,0,0.758099792
ENSDARG00000104669,slc35c1,protein_coding,7,1.274547371,0,0,1.620016101
ENSDARG00000116491,h2az2b,protein_coding,10,6.830720669,5.214220877,5.9158664,6.775156767
ENSDARG00000104943,mad2l1bp,protein_coding,13,1.274547371,0.836143193,0.808653096,0.758099792
ENSDARG00000089428,rab12,protein_coding,2,2.185255295,2.050008648,2.461908937,2.155848877
ENSDARG00000102419,azi2,protein_coding,16,0,0,0.808653096,0
ENSDARG00000104834,ANO7,protein_coding,15,0,0,0,0.758099792
ENSDARG00000104392,eri2,protein_coding,1,0,0,0,0.758099792
ENSDARG00000105157,BX649434.3,protein_coding,3,0.773671072,0,0,0
ENSDARG00000104347,rtn4b,protein_coding,13,2.185255295,1.36207273,3.324652912,2.363891357
ENSDARG00000045465,lancl2,protein_coding,24,5.102317268,4.252569766,4.132137459,4.973405025
ENSDARG00000099753,zgc:63863,protein_coding,19,1.645629537,1.36207273,2.002271038,1.620016101
ENSDARG00000087950,CABZ01044053.1,protein_coding,15,1.274547371,0,0.808653096,0.758099792
ENSDARG00000100145,CABZ01092282.1,protein_coding,2,0,0,0,0
ENSDARG00000041006,st3gal4,protein_coding,18,0,0.836143193,0,0
ENSDARG00000028517,hbp1,protein_coding,25,4.876987426,3.919805363,4.73083359,4.573594558
ENSDARG00000103134,C23H1orf52,protein_coding,23,5.722516859,5.564713396,5.324879747,5.723684605
ENSDARG00000102891,ppp1r26,protein_coding,21,1.274547371,0.836143193,1.323745211,0.758099792
ENSDARG00000115511,CU468041.2,protein_coding,22,0,0,0,1.252490209
ENSDARG00000076393,tmem65,protein_coding,19,0.773671072,0,0,1.252490209
